"proxyWallet","asset","conditionId","avgPrice","totalBought","realizedPnl","curPrice","title","slug","icon","eventSlug","outcome","outcomeIndex","oppositeOutcome","oppositeAsset","endDate","timestamp"
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","7274832661051421683860967086247997803165403970089404745361540918962373252823","0xed65ada85de9e5757a1f0304e38f1230f48048a5fa228a83a9e42ccb929f9eff",0.621957,6294.169918,2379.466878,1.0,"Bitcoin Up or Down - March 9, 3:30PM-3:35PM ET",btc-updown-5m-1773084600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773084600,Down,1,Up,"15146932017719413192944051795955818982922085901168703730058462472589433643745","2026-03-09T00:00:00Z",1773085119
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","15146932017719413192944051795955818982922085901168703730058462472589433643745","0xed65ada85de9e5757a1f0304e38f1230f48048a5fa228a83a9e42ccb929f9eff",0.313239,6112.891705,-1914.796084,0.0,"Bitcoin Up or Down - March 9, 3:30PM-3:35PM ET",btc-updown-5m-1773084600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773084600,Up,0,Down,"7274832661051421683860967086247997803165403970089404745361540918962373252823","2026-03-09T00:00:00Z",1773085119
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","48456791645657609720695361892425636025382069943885754218215509032649173374093","0xd2ec8247ba31c2fdcbcaba43d5513f5ce15a8279f073119a7df3008d172f2e46",0.35956,7.338706999999999,-2.6387049999999994,0.0,"Bitcoin Up or Down - March 9, 3:10PM-3:15PM ET",btc-updown-5m-1773083400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773083400,Up,0,Down,"42616374655436494109746817840457589409566439692940704049630234785634028144127","2026-03-09T00:00:00Z",1773085149
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","22886515968450239573355524678388492099480744325658286088667900792754833050957","0x47656ab5050793f2800b6ad31205daa078f04ebd5748f98296c3f75ca85d0f33",0.602581,824.950123,-497.09927,0.0,"Bitcoin Up or Down - March 9, 3:05PM-3:10PM ET",btc-updown-5m-1773083100,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773083100,Down,1,Up,"81846940210469306366443793746243710686971257772444647328125986554359795801882","2026-03-09T00:00:00Z",1773085097
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","81846940210469306366443793746243710686971257772444647328125986554359795801882","0x47656ab5050793f2800b6ad31205daa078f04ebd5748f98296c3f75ca85d0f33",0.320198,520.264131,353.676596,1.0,"Bitcoin Up or Down - March 9, 3:05PM-3:10PM ET",btc-updown-5m-1773083100,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773083100,Up,0,Down,"22886515968450239573355524678388492099480744325658286088667900792754833050957","2026-03-09T00:00:00Z",1773085097
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","84733993487816100042510635156130695196076847983754146183896634229182042960546","0xb56ab636e60c4064fdb867da9bd5f0ad95898ab42903d011afd25d4155a83e46",0.71477,878.179045,250.483009,1.0,"Bitcoin Up or Down - March 9, 3:00PM-3:05PM ET",btc-updown-5m-1773082800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773082800,Up,0,Down,"31671661906161491333355578731044165591549007980801685489030926504535569907943","2026-03-09T00:00:00Z",1773085083
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","31671661906161491333355578731044165591549007980801685489030926504535569907943","0xb56ab636e60c4064fdb867da9bd5f0ad95898ab42903d011afd25d4155a83e46",0.393253,453.604138,-178.381188,0.0,"Bitcoin Up or Down - March 9, 3:00PM-3:05PM ET",btc-updown-5m-1773082800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773082800,Down,1,Up,"84733993487816100042510635156130695196076847983754146183896634229182042960546","2026-03-09T00:00:00Z",1773085083
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","86439921761494779474145481773049116983517018385578229187863326499131151702954","0xa6465938fde569ae631db7c405a044faa129813af58176e2906374cb68331703",0.673921,1988.218942,648.316444,1.0,"Bitcoin Up or Down - March 9, 2:55PM-3:00PM ET",btc-updown-5m-1773082500,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773082500,Down,1,Up,"96991273339702766258937611363582564370022437508193785493335021453069996454970","2026-03-09T00:00:00Z",1773085009
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","96991273339702766258937611363582564370022437508193785493335021453069996454970","0xa6465938fde569ae631db7c405a044faa129813af58176e2906374cb68331703",0.294011,2058.40339,-605.193239,0.0,"Bitcoin Up or Down - March 9, 2:55PM-3:00PM ET",btc-updown-5m-1773082500,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773082500,Up,0,Down,"86439921761494779474145481773049116983517018385578229187863326499131151702954","2026-03-09T00:00:00Z",1773085009
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","26968375178320355519111974694202320029226241127255482839185939619613852566101","0x6b34350c277322ea40249ec223720db87e28fe5511c994064c8e0fa14199553c",0.583775,2596.860082,1080.878087,1.0,"Bitcoin Up or Down - March 9, 2:50PM-2:55PM ET",btc-updown-5m-1773082200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773082200,Up,0,Down,"106246686077430798274720383109812353825197783735834394560144380774694026804788","2026-03-09T00:00:00Z",1773084835
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","106246686077430798274720383109812353825197783735834394560144380774694026804788","0x6b34350c277322ea40249ec223720db87e28fe5511c994064c8e0fa14199553c",0.38791,3521.45888,-1366.009114,0.0,"Bitcoin Up or Down - March 9, 2:50PM-2:55PM ET",btc-updown-5m-1773082200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773082200,Down,1,Up,"26968375178320355519111974694202320029226241127255482839185939619613852566101","2026-03-09T00:00:00Z",1773084835
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","8790002136616082794651758467974249343444667509363069812040895501739607750513","0x98ce4ada6aa3c3944fb8b75512e028d986f49f4ddb75fcb94c4cd7e2f1b3d72e",0.42332899999999996,3708.373161,2138.511259,1.0,"Bitcoin Up or Down - March 9, 2:45PM-2:50PM ET",btc-updown-5m-1773081900,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773081900,Down,1,Up,"11565322421732203527190326760808313236039219661612568605528517239726916443954","2026-03-09T00:00:00Z",1773084719
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","11565322421732203527190326760808313236039219661612568605528517239726916443954","0x98ce4ada6aa3c3944fb8b75512e028d986f49f4ddb75fcb94c4cd7e2f1b3d72e",0.565414,4019.751673,-2272.823872,0.0,"Bitcoin Up or Down - March 9, 2:45PM-2:50PM ET",btc-updown-5m-1773081900,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773081900,Up,0,Down,"8790002136616082794651758467974249343444667509363069812040895501739607750513","2026-03-09T00:00:00Z",1773084719
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","4990464522657624802711550629763201024101308338750376289701198789285818728672","0xb66f5774ef1f3532bb831100fd947b0e7f41ace128e635d4ae0836f81afe4f0e",0.439502,4328.518829,-1902.392682,0.0,"Bitcoin Up or Down - March 9, 2:40PM-2:45PM ET",btc-updown-5m-1773081600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773081600,Up,0,Down,"107180050167135107672717237912085893871658424718674294752773157813795741982759","2026-03-09T00:00:00Z",1773084695
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","107180050167135107672717237912085893871658424718674294752773157813795741982759","0xb66f5774ef1f3532bb831100fd947b0e7f41ace128e635d4ae0836f81afe4f0e",0.502709,4236.993261,2107.018615,1.0,"Bitcoin Up or Down - March 9, 2:40PM-2:45PM ET",btc-updown-5m-1773081600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773081600,Down,1,Up,"4990464522657624802711550629763201024101308338750376289701198789285818728672","2026-03-09T00:00:00Z",1773084695
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","95968015956882659377975709396461910640524079430862393927479134687120380370281","0x1da163d2ac43fcdf23d5097fc32178b10c2ec301c207dc999ed9a29bc6746e33",0.260348,1228.680126,-319.884413,0.0,"Bitcoin Up or Down - March 9, 2:35PM-2:40PM ET",btc-updown-5m-1773081300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773081300,Up,0,Down,"40386092350780717062399386666633527528113295275959731123727526690533867715361","2026-03-09T00:00:00Z",1773085039
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","40386092350780717062399386666633527528113295275959731123727526690533867715361","0x1da163d2ac43fcdf23d5097fc32178b10c2ec301c207dc999ed9a29bc6746e33",0.7157,1762.663593,501.125259,1.0,"Bitcoin Up or Down - March 9, 2:35PM-2:40PM ET",btc-updown-5m-1773081300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773081300,Down,1,Up,"95968015956882659377975709396461910640524079430862393927479134687120380370281","2026-03-09T00:00:00Z",1773085039
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","8967699678277560503643731920697235453633882493785617488136355976894374290463","0x2a09ed82a10bb189a90abb54ebad4676e8b639fc48e01ef5b8137a9c16149d23",0.267306,2316.596196,-619.240062,0.0,"Bitcoin Up or Down - March 9, 2:30PM-2:35PM ET",btc-updown-5m-1773081000,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773081000,Down,1,Up,"110108516045437993768825712886966450081635465448777374177249544487094237084188","2026-03-09T00:00:00Z",1773084949
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","110108516045437993768825712886966450081635465448777374177249544487094237084188","0x2a09ed82a10bb189a90abb54ebad4676e8b639fc48e01ef5b8137a9c16149d23",0.714449,2336.75401,667.262444,1.0,"Bitcoin Up or Down - March 9, 2:30PM-2:35PM ET",btc-updown-5m-1773081000,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773081000,Up,0,Down,"8967699678277560503643731920697235453633882493785617488136355976894374290463","2026-03-09T00:00:00Z",1773084949
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","87576776860523072105543870872107097957987789406892437907062497132205951405913","0xb1f1b5fcc8c22efcf364d155852cd30867454801fd55bb8fcd5c6beb31efde9d",0.547225,3969.084221,1797.102108,1.0,"Bitcoin Up or Down - March 9, 2:25PM-2:30PM ET",btc-updown-5m-1773080700,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773080700,Down,1,Up,"71354123089911213982192087874175384534314832767114911345030369719250082826304","2026-03-09T00:00:00Z",1773084735
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","71354123089911213982192087874175384534314832767114911345030369719250082826304","0xb1f1b5fcc8c22efcf364d155852cd30867454801fd55bb8fcd5c6beb31efde9d",0.403859,3890.942094,-1571.391983,0.0,"Bitcoin Up or Down - March 9, 2:25PM-2:30PM ET",btc-updown-5m-1773080700,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773080700,Up,0,Down,"87576776860523072105543870872107097957987789406892437907062497132205951405913","2026-03-09T00:00:00Z",1773084735
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","25358120753345703824518843954125716096593002208331636685703712775137470458918","0xad3ff2677db93caf239d52ac783f80b5a80f43e1c039e77ce62ecc5bf5397a47",0.232782,3456.953616,-804.7165760000001,0.0,"Bitcoin Up or Down - March 9, 2:20PM-2:25PM ET",btc-updown-5m-1773080400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773080400,Up,0,Down,"68508014139874681558787070926088932210500435778681653948827946682991177117052","2026-03-09T00:00:00Z",1773084849
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","68508014139874681558787070926088932210500435778681653948827946682991177117052","0xad3ff2677db93caf239d52ac783f80b5a80f43e1c039e77ce62ecc5bf5397a47",0.700851,3406.105036,1018.9329150000001,1.0,"Bitcoin Up or Down - March 9, 2:20PM-2:25PM ET",btc-updown-5m-1773080400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773080400,Down,1,Up,"25358120753345703824518843954125716096593002208331636685703712775137470458918","2026-03-09T00:00:00Z",1773084849
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","96984050833180988804345811015285810657930986413672923445202732044349112447941","0x726d883bab05c0f9a697d315ddf87d75e2c8feb62279d1c214e1da993ee80006",0.347157,2874.490458,-997.899483,0.0,"Bitcoin Up or Down - March 9, 2:15PM-2:20PM ET",btc-updown-5m-1773080100,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773080100,Down,1,Up,"96392805484908418161032119985098569543846575047131924267771122713407510667715","2026-03-09T00:00:00Z",1773084919
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","96392805484908418161032119985098569543846575047131924267771122713407510667715","0x726d883bab05c0f9a697d315ddf87d75e2c8feb62279d1c214e1da993ee80006",0.602644,2293.189676,911.212676,1.0,"Bitcoin Up or Down - March 9, 2:15PM-2:20PM ET",btc-updown-5m-1773080100,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773080100,Up,0,Down,"96984050833180988804345811015285810657930986413672923445202732044349112447941","2026-03-09T00:00:00Z",1773084919
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","112602047267860377694422496305614645015351593255752766162369580091013240000268","0x3152742887cedacc7c06b5819065439c7a4b5416d03516f8328bec64bbdbab54",0.238549,2866.195019,-683.727955,0.0,"Bitcoin Up or Down - March 9, 2:10PM-2:15PM ET",btc-updown-5m-1773079800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773079800,Down,1,Up,"91328608644117694497681181535523799355241875514857287111586048925254105087274","2026-03-09T00:00:00Z",1773084909
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","91328608644117694497681181535523799355241875514857287111586048925254105087274","0x3152742887cedacc7c06b5819065439c7a4b5416d03516f8328bec64bbdbab54",0.752106,2900.050964,718.905233,1.0,"Bitcoin Up or Down - March 9, 2:10PM-2:15PM ET",btc-updown-5m-1773079800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773079800,Up,0,Down,"112602047267860377694422496305614645015351593255752766162369580091013240000268","2026-03-09T00:00:00Z",1773084909
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","45457216365997566951484925998523330212895731294369053613259460982038378742725","0xf71564572fba799fa6d904168733dfec95152a6c8045512c39f52b07ac56d926",0.591091,3554.930129,1453.6429240000002,1.0,"Bitcoin Up or Down - March 9, 2:05PM-2:10PM ET",btc-updown-5m-1773079500,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773079500,Down,1,Up,"31825094071540423986893110199607196717801682848121165292959263439623114898052","2026-03-09T00:00:00Z",1773084779
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","31825094071540423986893110199607196717801682848121165292959263439623114898052","0xf71564572fba799fa6d904168733dfec95152a6c8045512c39f52b07ac56d926",0.385911,3688.259573,-1423.33994,0.0,"Bitcoin Up or Down - March 9, 2:05PM-2:10PM ET",btc-updown-5m-1773079500,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773079500,Up,0,Down,"45457216365997566951484925998523330212895731294369053613259460982038378742725","2026-03-09T00:00:00Z",1773084779
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","87872284091891966380123271899441360694891331378877206844949935325125788244957","0xea3578b53d931e201621bb7c910aa6bbd056b9e8299638970088cac966808fa4",0.29819,2938.222438,-876.148548,0.0,"Bitcoin Up or Down - March 9, 2:00PM-2:05PM ET",btc-updown-5m-1773079200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773079200,Up,0,Down,"114730209125630880098983645645396157970456580035786584654147037174838322797540","2026-03-09T00:00:00Z",1773084893
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","114730209125630880098983645645396157970456580035786584654147037174838322797540","0xea3578b53d931e201621bb7c910aa6bbd056b9e8299638970088cac966808fa4",0.694824,2314.048851,706.1921720000001,1.0,"Bitcoin Up or Down - March 9, 2:00PM-2:05PM ET",btc-updown-5m-1773079200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773079200,Down,1,Up,"87872284091891966380123271899441360694891331378877206844949935325125788244957","2026-03-09T00:00:00Z",1773084893
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","91116643850950473259538706078212506016536162122007534788192496358399313846053","0x7d330ad260d563b4b2c36c892936ee5e7a515a43bbd901b95e2f2f7053b3f80a",0.536803,4387.551318,-2355.25071,0.0,"Bitcoin Up or Down - March 9, 1:55PM-2:00PM ET",btc-updown-5m-1773078900,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773078900,Up,0,Down,"37318785595231338666782174217273142712601129446333831450787773944313372981777","2026-03-09T00:00:00Z",1773084635
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","37318785595231338666782174217273142712601129446333831450787773944313372981777","0x7d330ad260d563b4b2c36c892936ee5e7a515a43bbd901b95e2f2f7053b3f80a",0.411422,5092.933222000001,2997.588449,1.0,"Bitcoin Up or Down - March 9, 1:55PM-2:00PM ET",btc-updown-5m-1773078900,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773078900,Down,1,Up,"91116643850950473259538706078212506016536162122007534788192496358399313846053","2026-03-09T00:00:00Z",1773084635
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","23339153388731070070291553264090217777127085913247407357206158020966529418842","0xd2739d7adf325b4e5f62048ff08010e897fd98c8ad90ff090c60535a4fc01877",0.761244,758.897206,181.191261,1.0,"Bitcoin Up or Down - March 9, 1:50PM-1:55PM ET",btc-updown-5m-1773078600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773078600,Up,0,Down,"28726361358429740306456007351847397614391483205179612341053678156483640583635","2026-03-09T00:00:00Z",1773085053
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","28726361358429740306456007351847397614391483205179612341053678156483640583635","0xd2739d7adf325b4e5f62048ff08010e897fd98c8ad90ff090c60535a4fc01877",0.252289,1412.751916,-356.421768,0.0,"Bitcoin Up or Down - March 9, 1:50PM-1:55PM ET",btc-updown-5m-1773078600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773078600,Down,1,Up,"23339153388731070070291553264090217777127085913247407357206158020966529418842","2026-03-09T00:00:00Z",1773085053
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","12951318646860810213221807155504923880661159412478617074573058785232154506944","0x3c0be1f3e95296b2dd183005766892d75b376e2439760d04fd2be523f50b792c",0.676682,2655.07255,858.432746,1.0,"Bitcoin Up or Down - March 9, 1:45PM-1:50PM ET",btc-updown-5m-1773078300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773078300,Up,0,Down,"106766297381616100746889915704377993495064625032375460474136884003705004386949","2026-03-09T00:00:00Z",1773084795
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","106766297381616100746889915704377993495064625032375460474136884003705004386949","0x3c0be1f3e95296b2dd183005766892d75b376e2439760d04fd2be523f50b792c",0.288834,3647.744739,-1053.592703,0.0,"Bitcoin Up or Down - March 9, 1:45PM-1:50PM ET",btc-updown-5m-1773078300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773078300,Down,1,Up,"12951318646860810213221807155504923880661159412478617074573058785232154506944","2026-03-09T00:00:00Z",1773084795
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","110159922023115852547182493460719539988988896449588130393031439120230749631003","0x1c515138df40a7f754ce401c713f50901a570130f7a03fe8493d893519e88e37",0.36987,4354.408825,-1610.565192,0.0,"Bitcoin Up or Down - March 9, 1:40PM-1:45PM ET",btc-updown-5m-1773078000,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773078000,Up,0,Down,"19593090461301019772090049932920483223168592456607156318121334585180909142850","2026-03-09T00:00:00Z",1773084681
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","19593090461301019772090049932920483223168592456607156318121334585180909142850","0x1c515138df40a7f754ce401c713f50901a570130f7a03fe8493d893519e88e37",0.593053,4234.200365,1723.095135,1.0,"Bitcoin Up or Down - March 9, 1:40PM-1:45PM ET",btc-updown-5m-1773078000,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773078000,Down,1,Up,"110159922023115852547182493460719539988988896449588130393031439120230749631003","2026-03-09T00:00:00Z",1773084681
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","41001991311306885106399360543049612240049337298557213792820707396831220175575","0xb175c3f4e22ccab5910fdd455c9d8edd5da1a098e4e618893b47d3c0afbe20ee",0.290408,4792.989799,-1391.922581,0.0,"Bitcoin Up or Down - March 9, 1:35PM-1:40PM ET",btc-updown-5m-1773077700,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773077700,Up,0,Down,"65818609964326608140352849142654259492127066152135217840783893660162082705104","2026-03-09T00:00:00Z",1773084619
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","65818609964326608140352849142654259492127066152135217840783893660162082705104","0xb175c3f4e22ccab5910fdd455c9d8edd5da1a098e4e618893b47d3c0afbe20ee",0.682426,5174.303164,1643.224153,1.0,"Bitcoin Up or Down - March 9, 1:35PM-1:40PM ET",btc-updown-5m-1773077700,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773077700,Down,1,Up,"41001991311306885106399360543049612240049337298557213792820707396831220175575","2026-03-09T00:00:00Z",1773084619
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","79801537455451086865107895246836856418273959396539536395934620420866487326918","0x5035e2e03db712ed3aecb8e4112d95e825db2769269691aeb78e3afff4c5e488",0.33371599999999996,3533.374037,2354.230586,1.0,"Bitcoin Up or Down - March 9, 1:30PM-1:35PM ET",btc-updown-5m-1773077400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773077400,Down,1,Up,"52014045981678107737664962480413143969347378931566886604323482444513630878369","2026-03-09T00:00:00Z",1773084819
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","52014045981678107737664962480413143969347378931566886604323482444513630878369","0x5035e2e03db712ed3aecb8e4112d95e825db2769269691aeb78e3afff4c5e488",0.671993,3212.582556,-2158.832989,0.0,"Bitcoin Up or Down - March 9, 1:30PM-1:35PM ET",btc-updown-5m-1773077400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773077400,Up,0,Down,"79801537455451086865107895246836856418273959396539536395934620420866487326918","2026-03-09T00:00:00Z",1773084819
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","77840744159666270740819528669585231997588738545125147783671822930679944556372","0xeecd9df7991ca12a5271187d5a1a61a65e4d1585ccd99fd6123ed77729b6ca9d",0.693002,2199.953117,675.3812070000001,1.0,"Bitcoin Up or Down - March 9, 1:25PM-1:30PM ET",btc-updown-5m-1773077100,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773077100,Down,1,Up,"16735273705642626061822415021534911163315788878987020693497259590830500601965","2026-03-09T00:00:00Z",1773084935
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","16735273705642626061822415021534911163315788878987020693497259590830500601965","0xeecd9df7991ca12a5271187d5a1a61a65e4d1585ccd99fd6123ed77729b6ca9d",0.26276,2708.023039,-711.560133,0.0,"Bitcoin Up or Down - March 9, 1:25PM-1:30PM ET",btc-updown-5m-1773077100,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773077100,Up,0,Down,"77840744159666270740819528669585231997588738545125147783671822930679944556372","2026-03-09T00:00:00Z",1773084935
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","41063708550846175065076402018918971238219651379944071491201030660101544328748","0xfacb328ed8da84b7ed68981c16ab043db704d48decc9079b93f774d3136d656b",0.626333,1954.714817,730.412421,1.0,"Bitcoin Up or Down - March 9, 1:20PM-1:25PM ET",btc-updown-5m-1773076800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773076800,Down,1,Up,"63078696720037283501400749813853356884104687312904621068327135581161482105169","2026-03-09T00:00:00Z",1773077501
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","96663325051489516460797099438702405143839093761669465681479247055842625811681","0x957963f85e7dd3409ef7fc3a91e15de110f7ea5f069bcbdb038208e7afbcc1eb",0.548172,2214.766257,-1214.072848,0.0,"Bitcoin Up or Down - March 9, 1:15PM-1:20PM ET",btc-updown-5m-1773076500,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773076500,Up,0,Down,"25986673949815783407986035762060039244994307287346733398429164171608476710192","2026-03-09T00:00:00Z",1773077501
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","25986673949815783407986035762060039244994307287346733398429164171608476710192","0x957963f85e7dd3409ef7fc3a91e15de110f7ea5f069bcbdb038208e7afbcc1eb",0.489798,1649.41953,841.5371430000001,1.0,"Bitcoin Up or Down - March 9, 1:15PM-1:20PM ET",btc-updown-5m-1773076500,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773076500,Down,1,Up,"96663325051489516460797099438702405143839093761669465681479247055842625811681","2026-03-09T00:00:00Z",1773077501
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","47990977221240221566107308388698801052536142139018705934223780102230846958787","0xd6d6f6955dde29d72476e2e460dfdbb1233a637458c42f432568aa8dc7246c93",0.523373,4446.561787,2119.351404,1.0,"Bitcoin Up or Down - March 9, 1:10PM-1:15PM ET",btc-updown-5m-1773076200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773076200,Down,1,Up,"90309837787822178863043765305433824437094289968729535955728185815956972617750","2026-03-09T00:00:00Z",1773077501
"0x2d8b401d2f0e6937afebf18e19e11ca568a5260a","90309837787822178863043765305433824437094289968729535955728185815956972617750","0xd6d6f6955dde29d72476e2e460dfdbb1233a637458c42f432568aa8dc7246c93",0.441187,3803.219566,-1677.93103,0.0,"Bitcoin Up or Down - March 9, 1:10PM-1:15PM ET",btc-updown-5m-1773076200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-5m-1773076200,Up,0,Down,"47990977221240221566107308388698801052536142139018705934223780102230846958787","2026-03-09T00:00:00Z",1773077501
